,HN00157641_AMT60212,HN00157641_CPP6002,HN00158226_AMT-62212,HN00158226_AMT-62411,HN00158226_AMT-86116,HN00158226_AMT-912711,HN00158226_F1493,HN00158226_GS200142,HN00158226_K200742,HN00158226_TJ3-03,HN00160728_K40318,HN00161493_KY0014,HN00163376_AMT88628,HN00163376_FA111,HN00167634_C4-2,HN00167634_CPP0006,HN00167634_K200347,HN00171167_F3034,HN00171167_F3035,HN00171167_F3039,HN00171167_F3062,HN00171167_F3071,HN00173995_F3121,HN00173995_F3303,HN00173995_F3309,HN00173995_MK3-11,HN00173995_MK3-15,HN00173995_MK7-12,HN00173995_MK7-50,HN00173995_T10-36,HN00173995_T10-42,HN00175004_F3085,HN00175004_F3276,HN00175004_GS00019,HN00175004_GS00024,HN00175004_GS00026,HN00175004_MK2-49,HN00175486_F1015,HN00175486_F1049,HN00175486_F1319,HN00175486_F1320,HN00175486_F1321,HN00175486_F1331,HN00175486_F1340,HN00175486_F3127,HN00175486_F3142,HN00175486_F3161,HN00175486_F3168,HN00175486_F3177,HN00175486_F3230,HN00175486_F3232,HN00175486_GS00022,HN00175796_F3300,HN00175796_F3301,HN00175796_F3306,HN00175796_F3307,HN00175796_F3369,HN00175796_F3370,HN00175796_F3371,HN00175796_F3378,HN00175796_F3454,HN00175796_F3461,HN00175796_F3466,HN00175796_GS201401,HN00175796_GS201402,HN00175796_GS41424,HN00175796_GS41425,HN00176442_F3372,HN00176442_GS40304,HN00176442_GS40306,HN00176442_GS41429,HN00176442_GSY0003,HN00176442_GSY0007,HN00176442_GSY0017,HN00179262_F4055,HN00179262_F4206,HN00179262_F4454,HN00179328_F2309-1,HN00179328_F2317,HN00179328_K040706,HN00179328_KMGR2-43,HN00180670_CHKJ1115-02,HN00180670_CHKJ1127,HN00180670_CHKJ1223-2,HN00180670_F2080,HN00180670_F2121,HN00180670_K40327,HN00180670_MK1-10,HN00180670_MK1-12,HN00180670_MK1-13,HN00180670_MK1-18,HN00180670_MK1-34,HN00180670_MK1-9,HN00180670_MK2-12,HN00180670_MK2-3,HN00180670_MK2-6,HN00195341_AMT-61016,HN00195341_CHKJ1253026,HN00195341_DK250101,HN00195341_DK250105,HN00195341_DK250126,HN00195341_DK250312,HN00195341_DK50004,HN00195341_DK50032,HN00195341_G2-10,HN00195341_G3-29,HN00195341_JJ1-135,HN00196390_AMT-60411,HN00196390_CHKJ1122,HN00196390_DK250125,HN00196390_F2132,HN00196390_F2151,HN00196390_K200109,HN00196390_K200234,HN00196390_K40028,HN00196390_K40049,HN00196390_KFT18,HN00196822_AMT-60612,HN00196822_AMT-86113,HN00196822_K200228,HN00196822_K40725,HN00200515_AMT-62920,HN00200515_AMT-73813,HN00200515_AMT-74226,HN00200515_DKM250103,HN00200515_GS00003,HN00200515_GS00008,HN00200515_GS00049,HN00200515_GS200102,HN00200515_GS200141,HN00200515_K40006,HN00200515_KY0001,HN00200515_KY0017,HN00200749_GS00038,HN00200749_K200115,HN00200749_K42834,HN00200749_KK200119,HN00200749_MK2-46,HN00200749_T10-11,HN00203775_CHKJ1253002,HN00203775_F2100,HN00203775_F4043,HN00203775_F4202,HN00203775_F4207,HN00204805_CHKJ1211-1,HN00204805_F1208,HN00204805_F1249-1,HN00204805_FA0221,HN00215192_CH2-11,HN00222446_AMT-87013,HN00222446_AMT73616,HN00222446_CH2-30,HN00222446_CHKJ1408,HN00222446_FA0107,HN00222446_FA0422,HN00222446_FA0508,HN00222446_GS40726,HN00222446_GSY0035,HN00222446_JJ1-101,HN00222446_KO11-19,HN00222446_Sea08-36,HN00222446_T1-19,HN00223109_AMT-912213,HN00223109_MK1-41,HN00223109_T7-42,HN00223109_TPP6047,HN00226248_AMT-63123,HN00226248_TPP3038,HN00234071_Bifi-B2104,HN00251139_BGIL25015,HN00251139_BGIL25041,HN00251139_BJS25001,HN00251139_BJS25005,HN00251139_BJS25013,HN00251139_BJS25028,HN00251139_BJS25031,HN00251139_BJS25032,HN00251139_BMX25005,HN00251139_BMX25007,HN00251139_BTH25001,HN00251139_BTH25041,HN00251139_KCUT25010,HN00251139_KJS25013,HN00251139_KJS25018,HN00251139_KJS25024,HN00251139_KJS25025,HN00251139_KYF25002,HN00252244_BMX25010,HN00280011_AMT-60913,HN00280011_AMT-62814-2,HN00280011_AMT-74420,HN00280011_AMT-913617,HN00280011_BEG25026,HN00280011_BGIL25058,HN00280011_BSO25040,HN00280011_C3-36,HN00280011_C4-50,HN00280011_CHKJ1253001,HN00280011_CHKJ153021-2,HN00280011_F1016,HN00280011_F1169-1,HN00280011_F2153,HN00280011_GS00031,HN00280011_KCUT25001,HN00280011_KCUT25011,HN00280011_KCUT25019,HN00280011_KCUT25026,HN00280011_KJS25004,HN00280011_KJS25048,HN00280011_KK200214,HN00280011_KYF25005,HN00280011_L11-28,HN00280011_L11-30,HN00280011_Sea9-11,HN00281774_BMX25006,HN00281774_BSO25019,HN00281774_BSO25044,HN00281774_C4-31,HN00281774_KRS25004,HN00281774_Sea9-10
HN00203775_CHKJ1253002,,81.19095,,,,,,,,,,,,98.5249,,81.05529999999999,,79.07345000000001,,,,79.0811,,81.2521,,,,,,,,,78.96775,,,,,,,98.04375,98.34865,98.162,81.19274999999999,98.13845,,,98.5655,79.1577,,,,,81.1995,,79.0156,,79.18925,79.03659999999999,79.0404,,,98.6032,81.1449,,,81.12545,,,,,,,98.81305,81.06110000000001,,,78.89595,,78.9863,,,,,,,,,,,,,,,,,,,99.9998,,,,,,,,,,,,,81.23429999999999,81.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,81.1598,81.7032,,,,,79.2184,81.2358,81.18295,,,81.1877,,,,98.29075,,,,81.2307,,81.04724999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9998,79.2141,,,81.16125,,,,,,,,,,,,,,,98.2451,,,
HN00203775_F2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0984,98.18375,98.57925,99.99925,99.99375,,94.7533,97.92224999999999,,94.80375000000001,,,,,,,,,,,,,,,,,,98.1995,,,,,,,,99.2875,,,,,,,,,,,,,,,,,,,,,,,,100.0,,98.8615,,,,,,,,,,,,,,,,,,,,,94.7812,,,,,,,,,,,,,,,,98.4519,,,,,,,,,,,,,,,,,80.03655,,,,,,,,,,,,,,,,,,,,,,,
HN00203775_F4043,99.17675,,,82.9074,,,,,,,,,99.07724999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.75665000000001,98.7929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.78755000000001,98.7894,98.80075,,,,,,,,,,,,,,,,,,98.85235,,,98.95320000000001,,,,,,,,99.04005000000001,,,,,,,99.19024999999999,,,100.0,,,,,,,,,99.15780000000001,,,,,,,,,,,,,,,,99.16499999999999,,,,,,,,,,,,,,,,,,,,,,98.8791,,99.54565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00203775_F4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.68325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.11314999999999,97.75285,99.17869999999999,98.8193,98.8578,,95.1286,97.56684999999999,,95.18725,,,,,,,,,,,,,,,,,,97.80365,,,,,,,,99.15245,,,,,,,,,,,,,,,,,,,,,,,,98.8615,,100.0,,,,,,,,,,,,,,,,,,,,,95.15635,,,,,,,,,,,,,,,,98.1051,,,,,,,,,,,,,,,,,80.18350000000001,,,,,,,,,,,,,,,,,,,,,,,
HN00203775_F4207,,,,,,,98.18584999999999,,,80.9234,,,,,,,,,,,,,,,,,,,,,98.5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3274,,98.20439999999999,,,,,,,,,,,,,,,,80.60595,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,98.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00204805_CHKJ1211-1,,,,,,,,,,,,,,,94.9417,,,,,,,,,,91.94295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4605,,,,,,,,,,91.78434999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06605,,,,,,
HN00204805_F1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00204805_F1249-1,,98.554,,,,,,,,,,,,81.25025,,93.92095,,79.04275000000001,,,,,,98.56620000000001,,,,,,,,,78.8446,,,,,,,81.17895,81.1092,81.02279999999999,97.53645,81.14155,,,81.08465,78.8763,,,,,98.55165,,78.95294999999999,,78.90315,78.90090000000001,78.78905,,,81.1896,98.76515,,,99.0778,,,,,,,81.1251,99.075,,,78.7329,,,,,,,,,,,,,,,,,,,,,81.2365,,,,,,,,,,,,,97.73175,97.51995,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1598,,,,,,,100.0,80.76145,,,,,78.81915000000001,97.80375000000001,97.7448,,,99.03375,,,,81.05664999999999,,,,98.4243,,98.55345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22435,78.93965,,,97.815,,,,,,,,,,,,,,,81.23519999999999,,,
HN00204805_FA0221,,80.80245,,,,,,,,,,,,81.74565000000001,,80.8099,,78.7536,78.6947,78.5744,78.6205,78.6753,78.6044,80.64269999999999,,,,,,,,78.4763,79.00534999999999,,,78.7227,,,,81.74995,81.797,81.90799999999999,80.85220000000001,81.87145,,78.7065,81.82735,79.19624999999999,,,,78.5385,80.6352,,79.3204,78.5999,78.9077,78.82245,79.00625,,78.576,81.8879,80.68325,,,80.8154,78.6816,,,,,78.66489999999999,81.71090000000001,80.7483,,,79.26875,78.5606,,,,,,,,,,,,,,,,,,,,81.66005,,,,,,,,,,,,,80.6483,80.81055,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7032,,,,,,,80.76145,100.0,,,,,79.51015000000001,80.8067,80.75405,,,80.71430000000001,,,,81.78705,,,,80.72515,,80.6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7036,79.47185,,,80.79755,,,,,,,,,,,,,,,81.89574999999999,,,
HN00215192_CH2-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,99.99235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22545,80.4957,,,,,,,,,,,,,,,,80.15,,,,,,,,,81.78495000000001,,79.80305,,,,,,,,,
HN00222446_AMT-87013,,,,,,93.89789999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.92259999999999,,,,,,98.67994999999999,,94.1,,,,,,,,,,,,,,,,,99.15555,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.21785,,,,,,,,,,
HN00222446_AMT73616,99.9964,,,83.1371,,,,,,,,,99.03405000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.64689999999999,98.62445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.64375000000001,98.61955,98.67285000000001,,,,,,,,,,,,,,,,,,98.78555,,,99.08135,,,,,,,,98.81715,,,,,,,99.7199,,,99.15780000000001,,,,,,,,,100.0,,,,,,,,,,,,,,,,99.98765,,,,,,,,,,,,,,,,,,,,,,98.72425,,99.01345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00222446_CH2-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99235,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2496,80.4801,,,,,,,,,,,,,,,,80.18955,,,,,,,,,81.82050000000001,,79.82075,,,,,,,,,
HN00222446_CHKJ1408,,79.03395,,,,,,,,,,,,79.27785,,79.1934,,83.12675,,,,,,78.9191,,,,,,,,,82.8414,,,,,,,79.2928,79.2481,79.65254999999999,78.9748,79.63560000000001,,,79.51345,98.6664,,,,,78.94479999999999,,98.3135,,83.16145,83.53444999999999,82.97235,,,79.1717,78.861,,,78.88515000000001,,,,,,,79.20715000000001,79.0473,,,98.6298,,,,,,,,,,,,,,,,,,,,,79.0618,,,,,,,,,,,,,78.902,78.99715,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2184,,,,,,,78.81915000000001,79.51015000000001,,,,,100.0,78.97115,78.9553,,,78.99895000000001,,,,79.66315,,,,78.97014999999999,,78.99425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2176,99.88374999999999,,,79.0208,,,,,,,,,,,,,,,79.21090000000001,,,
HN00222446_FA0107,,97.628,,,,,,,,,,,,81.23995,,93.9764,,78.9399,,,,,,97.61930000000001,,,,,,,,,78.88210000000001,,,,,,,81.45155,81.26075,81.3212,97.8903,81.35935,,,81.22565,79.04339999999999,,,,,97.64695,,79.0497,,79.04075,78.8878,78.95535000000001,,,81.23435,97.90005,,,97.8025,,,,,,,81.2941,97.8087,,,78.9992,,,,,,,,,,,,,,,,,,,,,81.26384999999999,,,,,,,,,,,,,99.22014999999999,97.9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2358,,,,,,,97.80375000000001,80.8067,,,,,78.97115,100.0,99.32730000000001,,,97.83055,,,,81.34395,,,,97.6721,,97.6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24835,79.04294999999999,,,99.19630000000001,,,,,,,,,,,,,,,81.23685,,,
HN00222446_FA0422,,97.54665,,,,,,,,,,,,81.2259,,93.90469999999999,,78.85895,,,,,,97.6177,,,,,,,,,78.6448,,,,,,,81.5037,81.30245,81.29175000000001,97.83834999999999,81.42105000000001,,,81.2165,78.96709999999999,,,,,97.62055000000001,,79.01185000000001,,78.81604999999999,78.7927,78.70405,,,81.3078,97.92009999999999,,,97.7993,,,,,,,81.19380000000001,97.81819999999999,,,78.97705,,,,,,,,,,,,,,,,,,,,,81.3158,,,,,,,,,,,,,99.24135,97.88795,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.18295,,,,,,,97.7448,80.75405,,,,,78.9553,99.32730000000001,100.0,,,97.80744999999999,,,,81.4014,,,,97.6525,,97.5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.21260000000001,79.0839,,,99.13040000000001,,,,,,,,,,,,,,,81.27709999999999,,,
HN00222446_FA0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.78225,,,,,,,,,,,,,,,,,,81.29929999999999,,,,,,,,83.90090000000001
HN00222446_GS40726,,,99.08535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9993,,,,,,,,,,,,,,,,,,,,,,,,,,99.1202,,,,,,,99.15180000000001,,,,,,,,,,,,,,,,,,,,,,99.9941,,,99.997,,,,,99.9999,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99115,,,,,,,,,,,,,,,,,
HN00222446_GSY0035,,98.50425,,,,,,,,,,,,81.2126,,93.94975,,79.0823,,,,,,98.43095,,,,,,,,,78.9665,,,,,,,81.057,81.08455000000001,81.15780000000001,97.48325,81.23805,,,81.12195,78.93084999999999,,,,,98.4529,,78.85735,,78.94120000000001,78.96615,78.9748,,,81.15895,98.72565,,,99.02785,,,,,,,81.118,99.04245,,,78.79415,,,,,,,,,,,,,,,,,,,,,81.18205,,,,,,,,,,,,,97.77975,97.56935,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1877,,,,,,,99.03375,80.71430000000001,,,,,78.99895000000001,97.83055,97.80744999999999,,,100.0,,,,81.139,,,,98.45545000000001,,98.49555000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2247,78.9518,,,97.8509,,,,,,,,,,,,,,,81.26795,,,
HN00222446_JJ1-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.41669999999999,,79.2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,77.1333,,,77.13565,,,,78.82025,,,,,77.75,77.64755,,,,,,,,,78.19505000000001,,,,,,,,,,,,,,,,,,,,,,78.88855000000001,,
HN00222446_KO11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2017,,,,,,,,,80.3065,,,,,,,81.62655,,,,80.68530000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00222446_Sea08-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00222446_T1-19,,81.01555,,,,,,,,,,,,98.16265,,80.91395,,79.01075,,,,,,81.16315,,,,,,,,,79.0065,,,,,,,98.45565,98.2376,98.4027,81.07955,98.3681,,,98.7703,79.45615000000001,,,,,81.0958,,79.14715000000001,,79.19205,78.9229,79.03255,,,98.1759,81.19005,,,81.05605,,,,,,,98.2379,81.06865,,,79.22165000000001,,,,,,,,,,,,,,,,,,,,,98.2934,,,,,,,,,,,,,81.31495000000001,81.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.29075,,,,,,,81.05664999999999,81.78705,,,,,79.66315,81.34395,81.4014,,,81.139,,,,100.0,,,,81.01285,,80.97605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26685,79.59100000000001,,,81.10655,,,,,,,,,,,,,,,98.1082,,,
HN00223109_AMT-912213,,,,,82.97165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9708,,,,,,,,,,,83.03305,,,96.4937,,,,,,99.13565,,,,,,,,96.4371,,,,99.10220000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00223109_MK1-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.23165,94.95824999999999,95.04525,94.7893,94.81875,,98.92255,94.56465,,99.9936,,,,,,,,,,,,,,,,,,94.95984999999999,,,,,,,,94.82415,,,,,,,,,,,,,,,,,,,,,,,,94.7812,,95.15635,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,94.6759,,,,,,,,,,,,,,,,,80.4499,,,,,,,,,,,,,,,,,,,,,,,
HN00223109_T7-42,,,,,,,98.37495,,,80.8823,,,,,,,,,,,,,,,,,,,,,99.9993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.43350000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.88065,,98.40285,,,,,,,,,,,,,,,,80.99605,,,,,,,,,,,,,,,,,,,,,98.50515,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00223109_TPP6047,,99.16290000000001,,,,,,,,,,,,81.31665000000001,,93.8617,,78.8777,,,,,,99.29565,,,,,,,,,78.74945,,,,,,,81.0726,81.1137,81.0181,97.5069,81.03805,,,81.1035,78.88135,,,,,99.2562,,78.8511,,78.7672,78.77885,78.6661,,,81.12514999999999,98.26939999999999,,,98.39224999999999,,,,,,,81.1806,98.40915000000001,,,78.80449999999999,,,,,,,,,,,,,,,,,,,,,81.2929,,,,,,,,,,,,,97.56280000000001,97.5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2307,,,,,,,98.4243,80.72515,,,,,78.97014999999999,97.6721,97.6525,,,98.45545000000001,,,,81.01285,,,,100.0,,99.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.23644999999999,78.8562,,,97.65975,,,,,,,,,,,,,,,81.18395,,,
HN00226248_AMT-63123,99.98555,,,83.2453,,,,,,,,,99.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.62379999999999,98.6769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70345,98.65270000000001,98.71164999999999,,,,,,,,,,,,,,,,,,98.74875,,,99.1258,,,,,,,,98.79475,,,,,,,99.68465,,,99.16499999999999,,,,,,,,,99.98765,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,98.78094999999999,,99.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00226248_TPP3038,,99.20230000000001,,,,,,,,,,,,81.0381,,93.89195000000001,,79.05175,,,,,,99.36795000000001,,,,,,,,,78.9153,,,,,,,81.06569999999999,81.1056,81.54625,97.52180000000001,81.64410000000001,,,80.9554,78.95935,,,,,99.36304999999999,,78.9765,,78.96325,79.10714999999999,78.79115,,,81.10665,98.34275,,,98.52005,,,,,,,81.04945000000001,98.49625,,,78.93065,,,,,,,,,,,,,,,,,,,,,81.0984,,,,,,,,,,,,,97.57755,97.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.04724999999999,,,,,,,98.55345,80.6303,,,,,78.99425,97.6298,97.5704,,,98.49555000000001,,,,80.97605,,,,99.2325,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.076,79.04795,,,97.6268,,,,,,,,,,,,,,,81.04235,,,
HN00234071_Bifi-B2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BGIL25015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BGIL25041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BJS25001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BJS25005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BJS25013,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1333,,,,,,,,,,,,,,,100.0,,,98.6566,,,,,,,,,,78.1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BJS25028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1363,
HN00251139_BJS25031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
