user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HN00176442_GS40304	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	GCF_000014445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	98.8	0.905	GCF_000014445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	98.8	0.905	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001891125.1, s__Leuconostoc suionicum, 95.0, 94.2, 0.827; GCA_009676745.1, s__Leuconostoc mesenteroides_B, 95.0, 91.46, 0.822; GCF_008107645.1, s__Leuconostoc litchii, 95.0, 82.29, 0.284	95.0	11	N/A	N/A
HN00176442_GS40306	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S	GCF_000021305.1	96.14	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S	97.21	0.846	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000021305.1, s__Bacillus_A thuringiensis_S, 96.14, 97.21, 0.846; GCF_001182785.1, s__Bacillus_A thuringiensis, 96.46, 96.48, 0.852; GCF_000007825.1, s__Bacillus_A cereus, 95.0, 96.14, 0.848; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 96.75, 95.62, 0.805; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 94.35, 0.794; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 91.83, 0.786; GCF_001884035.1, s__Bacillus_A tropicus, 95.25, 91.77, 0.775; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 91.77, 0.756; GCF_921008455.1, s__Bacillus_A basilensis, 95.21, 91.71, 0.714; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 91.65, 0.757; GCF_001883995.1, s__Bacillus_A paranthracis, 95.17, 91.6, 0.728; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 91.6, 0.724; GCF_038971285.1, s__Bacillus_A sp002571225, 95.0, 91.6, 0.708; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 91.6, 0.704; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 91.58, 0.66; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 91.54, 0.746; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 91.54, 0.72; GCF_006494425.1, s__Bacillus_A dicomae, 95.0, 91.54, 0.717; GCF_022095615.2, s__Bacillus_A cereus_AG, 95.0, 91.54, 0.717; GCF_018332475.1, s__Bacillus_A sanguinis, 95.12, 91.54, 0.704; GCF_001884025.1, s__Bacillus_A pacificus, 95.52, 91.52, 0.722; GCF_001884185.1, s__Bacillus_A albus, 95.0, 91.45, 0.691; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 91.3, 0.687; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.03, 0.738; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 90.79, 0.726; GCA_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.77, 0.639; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.67, 0.691; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 90.67, 0.68; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 90.57, 0.696; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.34, 0.623; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 90.33, 0.723; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.28, 90.33, 0.703; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 90.3, 0.628; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 90.16, 0.676; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.02, 0.671; GCF_040459645.1, s__Bacillus_A mycoides_C, 95.0, 89.87, 0.646; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 89.85, 0.636; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 89.59, 0.616; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 89.51, 0.652; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 89.41, 0.605; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 89.26, 0.608; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 89.15, 0.59; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 86.14, 0.445; GCF_002551815.1, s__Bacillus_A sp002551815, 95.0, 84.0, 0.283; GCF_022811845.1, s__Bacillus_A cereus_AV, 95.0, 83.52, 0.253; GCF_013314535.1, s__Bacillus_A sp013314535, 95.0, 83.48, 0.251; GCA_002561295.1, s__Bacillus_A cereus_S, 95.0, 83.46, 0.289; GCA_037095095.1, s__Bacillus_A cereus_BF, 95.0, 83.35, 0.262; GCA_039549175.1, s__Bacillus_A sp039549175, 95.0, 83.03, 0.253; GCF_001590835.1, s__Bacillus_A gaemokensis, 95.0, 83.02, 0.264; GCF_000161455.1, s__Bacillus_A pseudomycoides, 95.0, 82.96, 0.234; GCF_000017425.1, s__Bacillus_A cytotoxicus, 95.0, 82.95, 0.281; GCF_017498775.1, s__Bacillus_A arachidis, 95.0, 82.94, 0.257; GCF_000299035.1, s__Bacillus_A bingmayongensis, 95.0, 82.8, 0.264; GCF_030292155.1, s__Bacillus_A sp030292155, 95.0, 82.5, 0.204; GCF_022663115.1, s__Bacillus_A cereus_BD, 95.0, 82.4, 0.263	90.37	11	N/A	N/A
HN00176442_GS41429	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.49	11	N/A	N/A
HN00176442_GSY0003	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	GCF_000691165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	97.41	0.915	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000691165.1, s__Bacillus safensis, 95.0, 97.41, 0.915; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 95.08, 0.895; GCF_001307105.1, s__Bacillus australimaris, 95.01, 93.21, 0.898; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 92.76, 0.878; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 92.68, 0.906; GCF_900186955.1, s__Bacillus pumilus, 95.45, 91.65, 0.863; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.48, 0.833; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 91.47, 0.842; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 91.21, 0.85; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 90.98, 0.84; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.97, 0.841; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.04, 0.782; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 90.0, 0.828; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.89, 0.777; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.89, 0.697; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.75, 0.643; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.58, 0.585	96.9	11	N/A	N/A
HN00176442_GSY0007	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.75	0.934	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.75	0.934	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000738015.1, s__Bacillus stercoris, 95.0, 94.83, 0.903; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 92.28, 0.868; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 92.28, 0.868; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 92.26, 0.87; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 92.17, 0.862; GCF_011745685.2, s__Bacillus rugosus, 95.0, 92.17, 0.859; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 91.57, 0.832; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 91.54, 0.82; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 90.96, 0.773; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 90.37, 0.777; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 88.49, 0.743; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 88.08, 0.745; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 81.55, 0.256; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 81.28, 0.181; GCF_000262045.1, s__Bacillus siamensis, 95.0, 80.96, 0.193; GCF_001461825.1, s__Bacillus velezensis, 95.0, 80.8, 0.189; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 80.73, 0.197; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 80.68, 0.193	96.19	11	N/A	N/A
HN00176442_GSY0017	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	97.68	0.943	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	97.68	0.943	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000262045.1, s__Bacillus siamensis, 95.0, 94.28, 0.907; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 93.88, 0.871; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 87.54, 0.681; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 87.39, 0.694; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 81.41, 0.208; GCF_000009045.1, s__Bacillus subtilis, 95.0, 81.33, 0.187; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 81.24, 0.186; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 81.09, 0.196; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 80.99, 0.182; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 80.98, 0.206; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 80.79, 0.196; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 80.79, 0.191; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 80.78, 0.181; GCF_000738015.1, s__Bacillus stercoris, 95.0, 80.57, 0.178; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 80.51, 0.189; GCF_011745685.2, s__Bacillus rugosus, 95.0, 80.45, 0.18; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 80.16, 0.182; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 80.13, 0.173	95.35	11	N/A	N/A
HN00179262_F4055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	GCF_000742135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	99.03	0.889	GCF_000742135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	99.03	0.889	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020526085.1, s__Klebsiella africana, 95.17, 94.97, 0.877; GCF_000828055.2, s__Klebsiella variicola, 95.0, 94.54, 0.868; GCF_002269255.1, s__Klebsiella quasivariicola, 95.0, 94.04, 0.85; GCF_020525925.1, s__Klebsiella quasipneumoniae, 95.0, 93.75, 0.845; GCA_902490055.1, s__Klebsiella sp902490055, 95.0, 87.23, 0.452; GCF_000215745.1, s__Klebsiella aerogenes, 95.0, 86.22, 0.502; GCA_029027985.1, s__Klebsiella aerogenes_A, 95.0, 85.85, 0.472; GCF_002925905.1, s__Klebsiella michiganensis, 95.0, 84.48, 0.471; GCF_900200035.1, s__Klebsiella grimontii, 95.0, 84.48, 0.461; GCF_001598695.1, s__Klebsiella oxytoca, 95.0, 84.29, 0.452; GCF_006539725.1, s__Klebsiella terrigena, 95.0, 84.14, 0.442; GCF_009707385.1, s__Klebsiella oxytoca_C, 95.0, 84.03, 0.414; GCF_004342285.1, s__Klebsiella sp004342285, 95.0, 83.88, 0.412; GCF_036562005.2, s__Klebsiella scottia, 95.0, 83.81, 0.367; GCF_013705725.1, s__Klebsiella sp013705725, 95.0, 83.79, 0.389; GCF_036561965.2, s__Klebsiella lignicola, 95.0, 83.78, 0.401; GCA_039594335.1, s__Klebsiella sp039594335, 95.0, 83.77, 0.345; GCF_003261575.2, s__Klebsiella huaxiensis, 95.0, 83.62, 0.379; GCF_000735435.1, s__Klebsiella planticola, 95.0, 83.61, 0.412; GCA_036498385.1, s__Klebsiella sp036498385, 95.0, 83.61, 0.384; GCF_006711645.1, s__Klebsiella electrica, 95.0, 83.53, 0.374; GCF_001598295.1, s__Klebsiella ornithinolytica, 95.34, 83.51, 0.405; GCF_902158555.1, s__Klebsiella spallanzanii, 95.0, 83.28, 0.402; GCF_005860775.1, s__Klebsiella indica, 95.0, 82.86, 0.3	96.33	11	N/A	N/A
HN00179262_F4206	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici	GCF_000146325.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici	97.49	0.822	GCF_000146325.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici	97.49	0.822	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_024970065.1, s__Pediococcus acidilactici_A, 95.0, 90.79, 0.707	94.9	11	N/A	N/A
HN00179262_F4454	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	GCF_001042485.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	98.86	0.929	GCF_001042485.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	98.86	0.929	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001969855.1, s__Bacillus haynesii, 95.2, 94.87, 0.9; GCF_000011645.1, s__Bacillus licheniformis, 95.0, 94.43, 0.914; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.55, 0.436; GCF_001969815.1, s__Bacillus swezeyi, 95.0, 84.49, 0.46; GCF_001592005.1, s__Bacillus sonorensis, 95.0, 83.55, 0.375; GCF_001042475.2, s__Bacillus glycinifermentans, 95.0, 83.2, 0.324	96.94	11	N/A	N/A
HN00179328_F2309-1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.08	0.929	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.08	0.929	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.64, 0.831; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.75, 0.812; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.71, 0.813; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.46, 0.822; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 90.3, 0.825; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.02, 0.794; GCF_900186955.1, s__Bacillus pumilus, 95.45, 90.0, 0.794; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.9, 0.76; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.8, 0.694; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.76, 0.773; GCF_001307105.1, s__Bacillus australimaris, 95.01, 89.75, 0.813; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.65, 0.757; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.61, 0.76; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.55, 0.773; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.64, 0.615; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.55, 0.565	96.84	11	N/A	N/A
HN00179328_F2317	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	GCF_000691165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	95.72	0.915	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000691165.1, s__Bacillus safensis, 95.0, 95.72, 0.915; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 94.94, 0.885; GCF_001307105.1, s__Bacillus australimaris, 95.01, 93.58, 0.917; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 92.83, 0.87; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 92.28, 0.888; GCF_900186955.1, s__Bacillus pumilus, 95.45, 91.7, 0.858; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.42, 0.842; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 91.26, 0.84; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 91.25, 0.839; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 91.0, 0.843; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.94, 0.838; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 90.04, 0.817; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.89, 0.777; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.88, 0.754; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.65, 0.682; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.62, 0.583; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.6, 0.614	96.9	11	N/A	N/A
HN00179328_K040706	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.75	0.94	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.75	0.94	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 93.21, 0.813; GCF_004101845.1, s__Latilactobacillus curvatus, 95.0, 83.99, 0.225; GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 81.41, 0.17	96.17	11	N/A	N/A
HN00179328_KMGR2-43	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.19	0.841	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.19	0.841	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 88.17, 0.586; GCF_014905395.1, s__Lactococcus taiwanensis, 95.0, 85.6, 0.204	97.48	11	N/A	N/A
HN00180670_CHKJ1115-02	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	97.68	0.832	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	97.68	0.832	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029023785.1, s__Enterococcus_B faecium, 95.0, 94.94, 0.835; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 81.79, 0.161	96.74	11	N/A	N/A
HN00180670_CHKJ1127	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.2	0.824	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.2	0.824	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029023785.1, s__Enterococcus_B faecium, 95.0, 94.62, 0.814; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 81.62, 0.152	96.76	11	N/A	N/A
HN00180670_CHKJ1223-2	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.14	0.829	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.14	0.829	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029023785.1, s__Enterococcus_B faecium, 95.0, 94.73, 0.838; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 81.31, 0.159	96.8	11	N/A	N/A
HN00180670_F2080	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.47	0.872	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.47	0.872	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029023785.1, s__Enterococcus_B faecium, 95.0, 94.5, 0.828; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 81.11, 0.16	96.82	11	N/A	N/A
